CustomerID,Recency,Frequency,Monetary
12664.0,8,37,4881.88
12665.0,325,3,63.0
12667.0,58,33,620.13
12668.0,12,161,3807.15
12669.0,151,100,1607.73
12670.0,10,92,2996.05
12672.0,330,10,225.89999999999998
12673.0,5,42,610.52
12674.0,39,83,1970.6
12676.0,25,45,1331.39
12678.0,42,165,17628.46
12679.0,59,48,1113.02
12680.0,1,52,862.81
12681.0,15,638,13787.54
12682.0,4,525,12288.22
12683.0,4,344,8476.57
12684.0,8,105,2283.63
12685.0,28,157,2863.08
12686.0,372,7,89.14
12688.0,114,171,4873.8099999999995
12689.0,26,72,1247.61
12690.0,206,16,389.01
12691.0,28,32,1035.8
12693.0,127,39,855.91
12694.0,70,37,869.67
12695.0,7,27,582.1
12697.0,29,41,957.59
12700.0,8,268,4939.99
12701.0,80,53,797.71
12702.0,20,12,219.0
12703.0,71,21,283.55
12704.0,7,88,2340.84
12705.0,15,334,6868.29
12707.0,292,33,603.42
12708.0,30,157,2712.91
12709.0,15,208,9736.52
12710.0,97,77,1149.02
12712.0,29,133,4396.13
12713.0,1,38,848.55
12714.0,9,259,4708.86
12715.0,106,21,353.86
12716.0,4,69,1053.49
12717.0,151,55,1030.98
12718.0,71,19,238.25
12719.0,5,39,644.95
12720.0,3,354,5781.73
12721.0,32,161,2656.13
12722.0,85,53,997.63
12723.0,4,69,725.07
12724.0,5,53,1031.41
12725.0,371,24,427.8
12726.0,28,124,2609.1
12727.0,11,139,3980.7
12728.0,71,46,836.33
12729.0,114,26,453.01
12731.0,24,274,18895.91
12732.0,180,12,236.26000000000002
12733.0,234,22,383.95
12734.0,353,4,110.39999999999999
12735.0,315,43,779.5699999999999
12736.0,333,4,234.0
12738.0,372,11,155.35
12739.0,78,38,1013.04
12740.0,64,27,427.6
12743.0,134,134,546.43
12744.0,56,217,9522.29
12747.0,2,103,4196.01
12748.0,1,4595,33719.73
12749.0,4,199,4090.88
12750.0,129,15,275.88
12752.0,81,53,4366.78
12753.0,23,197,21429.39
12754.0,236,63,3010.74
12755.0,281,4,3811.95
12756.0,87,4,112.07999999999998
12757.0,16,369,5373.14
12758.0,117,97,2791.59
12759.0,52,95,1531.44
12762.0,8,69,1898.52
12763.0,138,18,494.08
12764.0,317,45,1693.88
12766.0,4,310,6989.63
12769.0,239,32,1143.6
12770.0,211,12,1351.45
12772.0,60,55,892.47
12775.0,17,66,1386.04
12778.0,20,50,822.23
12779.0,38,149,3981.36
12781.0,64,25,826.74
12782.0,5,103,2330.92
12783.0,2,84,2225.91
12784.0,9,59,574.42
12785.0,364,14,311.95
12787.0,10,20,463.66
12789.0,65,4,91.85
12790.0,192,21,324.92
12791.0,374,2,192.60000000000002
12792.0,257,25,400.53999999999996
12793.0,335,24,545.48
12794.0,53,45,860.41
12795.0,19,14,430.48
12797.0,366,13,254.03
12798.0,10,8,6977.04
12802.0,187,25,427.58
12808.0,37,28,483.65000000000003
12809.0,178,25,489.31
12811.0,261,31,514.85
12812.0,45,15,229.64000000000001
12814.0,102,2,125.92
12815.0,148,47,1063.46
12816.0,96,29,572.2
12817.0,281,4,166.04
12818.0,262,14,1542.08
12820.0,3,59,942.34
12821.0,214,6,92.72
12822.0,71,46,948.88
12823.0,75,5,1759.5
12824.0,60,25,397.12
12826.0,3,91,1474.72
12827.0,6,25,430.15000000000003
12828.0,3,56,1018.71
12829.0,337,11,293.0
12830.0,38,38,6814.64
12831.0,262,9,215.05
12832.0,32,27,383.03
12833.0,145,24,417.38
12834.0,283,18,312.38
12836.0,59,175,2612.86
12837.0,173,12,134.1
12838.0,34,123,683.13
12839.0,3,314,5591.42
12840.0,144,113,2726.77
12841.0,5,420,4022.35
12842.0,70,34,1118.99
12843.0,66,103,1702.26
12844.0,29,52,325.96000000000004
12845.0,267,27,354.09
12847.0,22,91,871.54
12849.0,31,51,1050.8899999999999
12851.0,97,50,135.18
12852.0,295,17,311.55
12853.0,135,78,1957.1000000000001
12854.0,79,110,1324.5
12855.0,373,3,38.1
12856.0,8,314,2179.93
12857.0,211,46,1106.4
12863.0,52,5,521.2
12864.0,138,3,147.12
12865.0,26,95,1568.23
12866.0,283,26,559.12
12867.0,26,538,4036.82
12868.0,186,107,1607.0600000000002
12871.0,84,11,380.64
12872.0,327,66,599.97
12873.0,282,4,374.0
12875.0,143,2,343.2300000000001
12876.0,58,85,2218.02
12877.0,4,154,1535.77
12878.0,236,47,854.99
12879.0,45,10,573.22
12881.0,276,7,298.0
12882.0,9,13,1463.04
12883.0,25,42,703.47
12884.0,88,7,309.05
12885.0,63,71,1175.22
12886.0,68,82,1378.4
12888.0,214,5,354.12
12890.0,24,82,380.46999999999997
12891.0,186,3,331.0
12893.0,31,34,188.14
12895.0,42,22,372.8
12897.0,205,4,216.5
12901.0,9,116,17654.54
12902.0,265,10,138.68
12904.0,18,72,509.58
12906.0,12,63,2919.81
12908.0,176,2,750.0
12909.0,40,91,2178.67
12910.0,23,75,3075.04
12912.0,3,24,1662.3
12913.0,5,50,2483.63
12915.0,149,22,363.65
12916.0,139,107,3006.15
12917.0,128,2,594.0
12919.0,8,50,1335.19
12920.0,17,28,164.23
12921.0,9,720,16587.09
12922.0,161,28,405.38
12923.0,64,29,176.97
12924.0,88,30,933.7
12925.0,5,45,694.05
12928.0,35,84,2062.7000000000003
12929.0,312,8,117.85
12930.0,78,25,415.8
12931.0,22,82,42055.96
12933.0,24,106,607.53
12935.0,2,129,2160.7
12936.0,17,62,1063.9
12937.0,15,120,1504.27
12938.0,26,9,114.14
12939.0,64,47,11581.8
12940.0,55,99,913.54
12942.0,131,75,683.9
12944.0,36,30,604.51
12945.0,288,23,462.95
12947.0,144,97,1603.99
12948.0,16,116,2064.95
12949.0,31,215,4167.22
12950.0,2,23,1843.0
12951.0,9,63,1064.07
12952.0,6,79,1387.79
12953.0,10,17,329.85
12955.0,1,180,4757.16
12956.0,306,19,108.07
12957.0,10,238,4017.54
12962.0,7,16,266.39
12963.0,8,95,1856.63
12965.0,89,109,771.91
12966.0,10,10,160.18
12967.0,358,19,1660.9
12968.0,112,5,135.95
12970.0,7,151,452.24
12971.0,4,305,11189.91
12974.0,198,8,144.8
12976.0,212,22,738.6
12977.0,156,9,39.239999999999995
12980.0,158,20,7374.900000000001
12981.0,30,20,372.21999999999997
12982.0,243,28,390.54
12984.0,19,4,97.5
12985.0,1,76,1239.38
12987.0,74,28,558.7
12988.0,292,92,535.32
12989.0,3,64,6924.110000000001
12990.0,31,13,409.5
12991.0,23,31,503.76
12993.0,23,27,414.76
12994.0,4,61,974.4200000000001
12995.0,85,3,211.32
12997.0,22,59,1226.89
12999.0,196,28,455.88
13000.0,107,31,534.85
13001.0,4,339,9818.82
13002.0,318,7,120.94999999999999
13003.0,106,6,149.05
13004.0,12,404,5655.91
13005.0,174,26,513.7
13006.0,56,4,81.57
13008.0,323,14,229.46999999999997
13011.0,372,3,50.550000000000004
13012.0,9,89,1661.8400000000001
13013.0,1,219,4810.9400000000005
13014.0,11,109,3466.2799999999997
13015.0,53,176,3346.28
13016.0,73,47,789.89
13017.0,7,1,204.0
13018.0,16,458,7277.7
13021.0,4,131,2616.38
13023.0,64,40,689.9
13026.0,1,40,975.36
13027.0,114,26,6912.0
13028.0,23,45,661.3199999999999
13029.0,31,10,1247.5
13030.0,11,99,799.48
13032.0,52,71,1010.18
13033.0,357,11,190.55
13034.0,55,37,642.77
13035.0,74,27,921.88
13037.0,138,48,881.07
13038.0,80,28,908.46
13040.0,9,43,676.99
13043.0,273,13,516.42
13044.0,291,33,560.47
13045.0,99,18,305.28000000000003
13046.0,31,35,629.31
13047.0,32,172,3237.54
13048.0,14,136,1835.91
13049.0,64,14,656.6800000000001
13050.0,15,403,5836.86
13052.0,212,18,348.15000000000003
13055.0,78,76,1214.41
13058.0,25,8,271.40000000000003
13059.0,250,8,183.4
13060.0,254,15,307.53
13061.0,72,10,248.61
13062.0,191,11,346.98
13064.0,13,69,1119.49
13065.0,373,14,205.86
13066.0,24,48,470.8
13067.0,82,15,115.46000000000001
13068.0,10,2,344.0
13069.0,1,425,4436.12
13070.0,192,9,228.8
13072.0,267,7,177.15
13075.0,130,22,919.61
13077.0,1,112,729.27
13078.0,3,358,12627.94
13079.0,4,6,220.10000000000002
13080.0,179,6,58.08
13081.0,12,1024,28337.38
13082.0,126,73,3613.63
13083.0,4,18,303.75
13085.0,158,22,416.08000000000004
13089.0,3,1818,58825.83
13090.0,9,155,8910.82
13091.0,28,21,345.82
13092.0,71,25,477.83
13093.0,276,159,7832.47
13094.0,21,24,1927.3200000000002
13095.0,71,6,74.39999999999999
13097.0,33,423,6010.42
13098.0,1,572,28882.44
13099.0,99,1,207.35999999999999
13101.0,234,8,101.19
13102.0,1,304,6424.09
13103.0,40,8,243.94
13104.0,3,20,1098.48
13106.0,133,1,76.5
13107.0,44,58,1531.6200000000001
13108.0,373,10,350.06
13109.0,60,47,786.54
13110.0,31,145,1488.67
13113.0,1,200,12245.960000000001
13115.0,12,120,2294.78
13116.0,138,30,501.14
13117.0,22,76,984.91
13118.0,20,79,1197.81
13120.0,239,1,30.599999999999998
13121.0,269,50,283.73
13122.0,94,55,922.39
13124.0,90,235,3866.33
13126.0,5,140,2099.64
13127.0,78,15,259.17
13130.0,94,2,64.0
13131.0,23,44,1073.3
13132.0,262,3,77.3
13133.0,274,7,109.8
13134.0,86,98,1793.58
13135.0,197,1,3096.0
13136.0,56,127,2607.61
13137.0,11,704,3650.41
13138.0,22,63,962.39
13139.0,16,170,5064.94
13140.0,108,46,423.72
13141.0,85,135,2388.75
13142.0,19,23,307.09
13144.0,333,3,110.95
13145.0,40,6,618.52
13146.0,26,17,228.91
13147.0,10,4,712.8000000000001
13148.0,29,319,3707.12
13149.0,14,86,1676.06
13151.0,296,74,1257.8700000000001
13153.0,6,15,486.22
13155.0,33,85,971.76
13157.0,49,87,1741.22
13158.0,95,79,1201.06
13159.0,9,121,1437.85
13160.0,22,4,91.8
13161.0,313,8,112.75
13162.0,122,79,1688.29
13165.0,46,42,1021.48
13166.0,283,41,417.2
13167.0,19,65,791.33
13168.0,36,131,1319.19
13169.0,64,13,712.88
13170.0,27,32,116.00999999999999
13171.0,22,46,468.41
13173.0,4,43,353.65
13174.0,16,314,2817.03
13176.0,46,72,492.84
13177.0,65,17,282.45
13178.0,26,265,5725.47
13182.0,45,11,121.18
13183.0,8,94,3957.78
13184.0,15,181,1701.29
13185.0,268,1,71.4
13186.0,40,79,1575.89
13187.0,337,37,236.02
13188.0,11,2,114.60000000000001
13189.0,19,29,260.68
13192.0,95,63,911.94
13193.0,61,29,117.88
13194.0,136,3,60.7
13196.0,11,110,1797.78
13198.0,10,226,3401.2400000000002
13199.0,4,119,9817.12
13200.0,19,46,870.09
13203.0,10,57,869.46
13207.0,15,8,250.26000000000002
13208.0,59,149,1223.9
13209.0,30,321,5891.61
13210.0,94,22,353.48
13211.0,10,56,1197.42
13212.0,20,142,788.08
13213.0,57,90,1520.58
13216.0,268,5,333.74
13217.0,122,4,533.98
13218.0,127,5,62.63999999999999
13220.0,78,21,819.2900000000001
13221.0,240,66,847.41
13223.0,200,5,163.20000000000002
13224.0,60,108,2155.95
13225.0,3,32,6463.84
13226.0,273,16,108.21000000000001
13227.0,202,9,257.7
13228.0,81,2,358.0
13229.0,226,10,160.95
13230.0,4,611,2806.97
13232.0,13,207,1357.6
13233.0,74,43,605.12
13235.0,212,58,1031.07
13236.0,25,36,744.85
13238.0,17,31,700.73
13239.0,262,21,329.56
13240.0,96,67,663.65
13242.0,112,13,270.40000000000003
13243.0,203,58,600.07
13244.0,93,27,121.74000000000001
13245.0,51,16,430.5
13246.0,18,141,1987.3
13247.0,18,25,501.12
13248.0,125,26,465.68
13249.0,92,23,711.41
13253.0,157,36,1030.4
13255.0,9,13,399.51
13258.0,12,38,698.58
13259.0,62,87,292.32
13260.0,61,8,557.62
13261.0,269,9,944.1
13262.0,263,11,200.29
13263.0,1,1677,7454.07
13265.0,53,91,2107.66
13266.0,11,187,3834.2599999999998
13267.0,3,211,4521.49
13268.0,18,440,3214.69
13269.0,1,316,5346.2300000000005
13270.0,366,1,590.0
13271.0,37,96,217.38
13272.0,31,15,276.56
13273.0,113,16,138.98
13276.0,64,30,590.9300000000001
13277.0,16,8,258.4
13278.0,41,46,542.73
13279.0,78,9,137.75
13280.0,122,85,814.86
13282.0,18,37,1132.14
13283.0,60,7,93.66
13284.0,331,13,201.19
13285.0,23,187,2709.12
13291.0,156,42,361.11
13292.0,39,31,578.9399999999999
13294.0,190,54,873.74
13295.0,360,10,201.20000000000002
13296.0,137,5,87.4
13297.0,8,59,2089.85
13298.0,1,2,360.0
13299.0,268,5,142.5
13300.0,169,20,371.89
13301.0,104,81,618.09
13302.0,155,1,63.75
13304.0,351,21,300.42
13305.0,4,81,2000.86
13307.0,120,1,15.0
13308.0,23,54,1385.51
13309.0,7,107,1456.79
13310.0,28,72,1132.03
13311.0,4,26,598.57
13313.0,22,78,1555.32
13314.0,2,62,775.94
13316.0,37,87,5977.7300000000005
13317.0,66,124,2273.68
13318.0,1,20,640.76
13319.0,5,476,10845.550000000001
13320.0,78,106,1548.7
13321.0,72,11,567.36
13322.0,17,25,199.48000000000002
13323.0,3,21,787.85
13324.0,36,75,7121.95
13325.0,82,12,675.3
13327.0,39,108,3627.77
13328.0,316,17,1308.48
13329.0,32,17,789.0
13330.0,93,53,1140.93
13332.0,14,21,350.9
13334.0,82,268,3536.82
13336.0,77,51,795.12
13338.0,158,19,487.02
13339.0,201,54,860.12
13340.0,45,134,10736.48
13341.0,261,42,775.85
13343.0,178,19,353.43
13344.0,68,119,2543.72
13345.0,288,20,389.5
13347.0,70,8,341.36
13348.0,64,14,233.76
13349.0,11,16,247.32
13350.0,16,40,979.12
13351.0,66,16,373.94
13352.0,60,24,397.97999999999996
13354.0,71,51,743.53
13355.0,122,32,674.7
13356.0,80,42,768.24
13357.0,257,90,609.95
13358.0,269,29,439.03
13359.0,64,23,439.56
13362.0,9,166,3090.7400000000002
13363.0,18,60,992.5
13364.0,71,10,134.95999999999998
13365.0,34,128,2225.37
13366.0,50,1,56.160000000000004
13368.0,257,29,623.4
13369.0,366,14,308.28000000000003
13370.0,372,39,754.87
13372.0,90,23,378.64
13373.0,61,158,3312.25
13375.0,89,37,778.65
13376.0,99,53,1019.76
13379.0,26,97,572.56
13381.0,32,172,3639.31
13382.0,281,15,222.99
13384.0,31,152,4151.93
13385.0,330,35,534.57
13388.0,131,35,677.1
13389.0,11,51,797.96
13390.0,75,13,544.08
13391.0,204,1,59.8
13394.0,2,155,2520.02
13395.0,185,21,307.72
13396.0,29,43,1360.99
13397.0,73,38,1544.13
13398.0,192,26,457.34
13402.0,127,39,621.23
13403.0,18,3,75.0
13404.0,1,11,252.49
13405.0,74,26,572.45
13408.0,2,478,28117.04
13410.0,24,28,1003.06
13411.0,107,18,213.55
13414.0,134,24,1390.5
13416.0,44,19,712.5
13417.0,5,28,640.83
13418.0,12,304,6127.43
13419.0,64,16,221.06
13420.0,150,8,159.85
13421.0,40,104,1851.08
13422.0,64,127,2626.3
13425.0,108,78,1624.21
13426.0,1,157,3641.32
13427.0,19,29,582.6
13428.0,10,74,218.47
13429.0,11,67,1006.8
13430.0,19,49,679.45
13431.0,67,46,1269.1
13434.0,74,10,534.24
13435.0,5,101,3809.8900000000003
13436.0,2,12,196.89
13437.0,14,167,3408.06
13439.0,255,54,283.71
13441.0,92,13,296.64
13447.0,23,59,1129.14
13448.0,17,195,3539.37
13449.0,24,19,291.88
13450.0,27,71,2043.7199999999998
13451.0,26,443,2976.15
13452.0,259,2,590.0
13453.0,166,17,356.97999999999996
13455.0,25,46,1058.34
13456.0,18,63,1766.72
13458.0,7,382,9646.57
13460.0,29,17,183.44
13461.0,39,27,1445.0
13462.0,253,9,151.5
13464.0,58,41,674.68
13466.0,184,17,307.9
13467.0,11,99,1083.71
13468.0,2,302,5704.97
13470.0,99,10,165.0
13471.0,1,260,2531.58
13473.0,61,21,422.64
13474.0,236,64,229.59
13475.0,191,86,1431.78
13476.0,179,58,1238.47
13477.0,38,79,1454.58
13479.0,201,15,300.95
13481.0,46,109,1804.56
13482.0,232,11,184.64
13483.0,66,10,140.34
13484.0,241,8,313.8
13485.0,233,23,454.24
13486.0,78,69,1122.41
13487.0,58,34,575.4
13488.0,17,422,8968.31
13489.0,105,14,449.52
13491.0,52,86,1215.82
13492.0,136,50,1269.84
13493.0,275,8,618.63
13494.0,312,18,316.26000000000005
13495.0,8,48,2044.8700000000001
13496.0,11,35,653.33
13497.0,283,19,348.05
13499.0,18,42,1159.11
13500.0,23,65,1166.77
13501.0,288,52,1340.32
13502.0,17,18,292.0
13503.0,71,17,216.85
13504.0,64,22,295.93
13505.0,73,215,4393.63
13506.0,316,26,458.52
13507.0,3,162,2479.16
13508.0,244,12,110.97
13509.0,9,44,979.72
13510.0,1,115,1791.56
13512.0,261,15,251.21
13513.0,127,10,205.1
13514.0,74,4,152.20000000000002
13515.0,73,59,891.12
13516.0,21,44,1389.41
13517.0,60,141,2128.42
13518.0,86,38,659.4399999999999
13519.0,78,8,122.75
13520.0,59,93,3624.35
13521.0,1,436,1093.65
13522.0,30,5,125.80000000000001
13523.0,33,172,3964.88
13524.0,41,27,680.1800000000001
13525.0,15,6,628.78
13527.0,34,223,2287.51
13529.0,79,15,307.76
13531.0,205,22,483.8
13532.0,34,66,210.31
13533.0,183,76,270.79
13534.0,2,296,5870.08
13536.0,1,179,3448.29
13538.0,43,25,1280.85
13539.0,86,37,631.34
13544.0,40,87,291.41
13546.0,12,98,626.99
13548.0,96,124,682.41
13549.0,26,51,918.2
13551.0,319,4,91.80000000000001
13552.0,66,109,3740.07
13555.0,74,136,4149.28
13557.0,28,34,584.06
13558.0,6,175,605.06
13560.0,7,33,174.37
13561.0,216,14,141.85999999999999
13562.0,82,82,1799.33
13563.0,84,49,777.53
13564.0,144,83,1749.02
13565.0,19,38,240.22
13566.0,41,176,874.71
13568.0,173,44,192.85
13569.0,17,85,373.75
13570.0,243,27,239.49
13571.0,13,341,2092.32
13572.0,206,33,1384.25
13573.0,50,26,294.4
13575.0,23,46,732.0699999999999
13576.0,10,126,6717.34
13577.0,25,83,1687.6000000000001
13579.0,15,23,467.04
13581.0,309,10,118.0
13583.0,156,53,781.03
13584.0,307,24,142.4
13587.0,64,8,712.4
13588.0,16,174,2478.95
13589.0,15,21,379.65
13590.0,11,87,1981.92
13591.0,65,58,1117.13
13592.0,36,16,247.95999999999998
13593.0,108,128,2037.0800000000002
13594.0,53,26,396.97
13596.0,6,166,697.04
13598.0,47,40,180.17000000000002
13599.0,1,247,5153.67
13600.0,312,19,219.52
13601.0,45,99,693.32
13602.0,65,23,428.89
13603.0,26,27,164.34
13606.0,29,43,280.53999999999996
13607.0,40,98,678.01
13610.0,12,226,1131.88
13611.0,89,74,1171.8
13614.0,24,201,1610.46
13615.0,319,23,417.69
13617.0,40,44,544.18
13618.0,174,13,177.34
13621.0,117,19,213.85
13623.0,31,81,747.78
13626.0,253,19,257.23
13627.0,59,92,1638.47
13629.0,23,59,7792.36
13630.0,5,71,2031.78
13631.0,100,11,3070.42
13632.0,25,146,2121.27
13634.0,33,188,1575.16
13635.0,68,62,1071.03
13636.0,37,63,949.12
13637.0,52,101,810.5
13638.0,16,8,122.64
13639.0,74,40,1033.34
13642.0,216,66,354.8
13643.0,31,28,519.44
13644.0,16,146,2624.26
13645.0,120,5,252.1
13647.0,10,79,1678.1200000000001
13649.0,257,23,346.6
13650.0,17,96,1836.34
13651.0,35,6,94.2
13652.0,46,63,1095.08
13654.0,43,166,2707.33
13655.0,114,56,932.97
13656.0,165,49,379.65
13657.0,11,16,382.14
13658.0,10,108,2639.17
13659.0,206,104,1573.2
13662.0,86,53,897.76
13663.0,179,13,189.47
13666.0,60,12,84.65
13667.0,149,87,305.02
13668.0,3,470,6363.59
13669.0,51,9,218.55
13670.0,75,25,349.7
13672.0,301,6,186.39000000000001
13673.0,19,65,396.92
13675.0,151,25,486.82000000000005
13678.0,152,16,232.6
13680.0,1,195,3722.42
13681.0,18,57,827.83
13682.0,187,3,59.5
13684.0,286,30,67.23
13685.0,3,39,3119.44
13686.0,183,8,72.0
13689.0,63,6,910.0
13690.0,59,9,172.25
13692.0,25,53,1488.32
13694.0,4,568,65039.62
13695.0,31,90,2504.13
13697.0,39,12,151.29999999999998
13699.0,155,14,308.58000000000004
13700.0,26,197,2265.12
13703.0,318,1,99.5
13704.0,5,134,2308.06
13705.0,8,28,711.86
